NombreDeThreads,Essai1,Essai2,Essai3,Essai4,Essai5
2,0.00,0.00,0.00,0.00,0.00
4,0.00,0.00,0.00,0.00,0.00
8,0.00,0.00,0.00,0.00,0.00
16,0.01,0.00,0.00,0.00,0.00
32,0.00,0.00,0.00,0.00,0.00
64,0.00,0.00,0.00,0.00,0.00
